"Unique Key","Created Date","Closed Date","Agency","Agency Name","Complaint Type","Descriptor","Location Type","Incident Zip","Incident Address","Street Name","Cross Street 1","Cross Street 2","Intersection Street 1","Intersection Street 2","Address Type","City","Landmark","Facility Type","Status","Due Date","Resolution Description","Resolution Action Updated Date","Community Board","BBL","Borough","X Coordinate (State Plane)","Y Coordinate (State Plane)","Open Data Channel Type","Park Facility Name","Park Borough","Vehicle Type","Taxi Company Borough","Taxi Pick Up Location","Bridge Highway Name","Bridge Highway Direction","Road Ramp","Bridge Highway Segment","Latitude","Longitude","Location"
"59916335","01/03/2024 06:02:24 PM","01/12/2024 01:44:11 PM","DSNY","Department of Sanitation","Dirty Condition","Syringes","Sidewalk","10033","660 WEST  180 STREET","WEST  180 STREET","WADSWORTH AVENUE","BROADWAY","WADSWORTH AVENUE","BROADWAY","ADDRESS","NEW YORK","WEST  180 STREET",,"Closed",,"The Department of Sanitation investigated this complaint and found no condition at the location.","01/04/2024 03:55:47 AM","12 MANHATTAN","1021630032","MANHATTAN","1,001,997","248,706","ONLINE","Unspecified","MANHATTAN",,,,,,,,"40.84929770826","-73.93585263534","(40.849297708258575, -73.93585263534322)"
"59905919","01/02/2024 08:17:45 PM","01/03/2024 01:48:43 PM","DSNY","Department of Sanitation","Dirty Condition","Syringes","Sidewalk","10302","2 AVENUE B","AVENUE B","ANN STREET","BENNETT STREET","ANN STREET","BENNETT STREET","ADDRESS","STATEN ISLAND","AVENUE B",,"Closed",,"The Department of Sanitation has investigated the complaint and addressed the issue. If the problem persists, call 311 to enter a new complaint. If you are outside of New York City, please call (212) NEW-YORK (212-639-9675).","01/03/2024 01:48:42 PM","01 STATEN ISLAND","5010090019","STATEN ISLAND","948,272","171,581","PHONE","Unspecified","STATEN ISLAND",,,,,,,,"40.6375537324","-74.1296315551","(40.63755373239731, -74.12963155510398)"
"59903413","01/02/2024 08:00:44 AM","01/12/2024 12:03:39 PM","DSNY","Department of Sanitation","Dirty Condition","Syringes","Sidewalk","10036","424 WEST   44 STREET","WEST   44 STREET","9 AVENUE","10 AVENUE","9 AVENUE","10 AVENUE","ADDRESS","NEW YORK","WEST   44 STREET",,"Closed",,"The Department of Sanitation investigated this complaint and found no condition at the location.","01/02/2024 10:05:29 PM","04 MANHATTAN","1010530045","MANHATTAN","986,299","216,204","ONLINE","Unspecified","MANHATTAN",,,,,,,,"40.76010626686","-73.99260371145","(40.76010626686326, -73.99260371144867)"
"59899988","01/01/2024 04:54:26 PM","01/04/2024 01:49:27 PM","DSNY","Department of Sanitation","Dirty Condition","Syringes","Sidewalk","10036","311 WEST   47 STREET","WEST   47 STREET","8 AVENUE","9 AVENUE","8 AVENUE","9 AVENUE","ADDRESS","NEW YORK","WEST   47 STREET",,"Closed",,"The Department of Sanitation investigated this complaint and found no condition at the location.","01/02/2024 12:49:43 PM","04 MANHATTAN","1010380026","MANHATTAN","987,547","216,413","ONLINE","Unspecified","MANHATTAN",,,,,,,,"40.76067954095","-73.98809869532","(40.76067954094948, -73.98809869532285)"
"59897286","01/01/2024 03:53:58 PM","01/04/2024 12:57:23 PM","DSNY","Department of Sanitation","Dirty Condition","Syringes","Sidewalk","10453","UNIVERSITY AVENUE","UNIVERSITY AVENUE","UNIVERSITY AVENUE","WEST  181 STREET","UNIVERSITY AVENUE","WEST  181 STREET","INTERSECTION",,,,"Closed",,"The Department of Sanitation investigated this complaint and found no condition at the location.","01/02/2024 01:40:59 PM","05 BRONX",,"BRONX","1,009,238","251,695","PHONE","Unspecified","BRONX",,,,,,,,"40.85748409657","-73.90966857567","(40.85748409656854, -73.90966857566818)"
"59900807","01/01/2024 12:47:26 PM","01/04/2024 01:56:37 PM","DSNY","Department of Sanitation","Dirty Condition","Syringes","Sidewalk","10452","1314 NELSON AVENUE","NELSON AVENUE","WEST  169 STREET","WEST  170 STREET","WEST  169 STREET","WEST  170 STREET","ADDRESS","BRONX","NELSON AVENUE",,"Closed",,"The Department of Sanitation investigated this complaint and found no condition at the location.","01/02/2024 11:24:29 PM","04 BRONX","2025190001","BRONX","1,005,377","245,382","PHONE","Unspecified","BRONX",,,,,,,,"40.84016686635","-73.92364594501","(40.84016686634917, -73.92364594500656)"
"59899109","01/01/2024 11:17:42 AM","01/25/2024 02:12:52 PM","DSNY","Department of Sanitation","Dirty Condition","Syringes","Sidewalk","10029","EAST  102 STREET","EAST  102 STREET","EAST  102 STREET","MADISON AVENUE","EAST  102 STREET","MADISON AVENUE","INTERSECTION",,,,"Closed",,"The Department of Sanitation cleaned the location.","01/02/2024 01:22:43 PM","11 MANHATTAN",,"MANHATTAN","997,715","227,481","PHONE","Unspecified","MANHATTAN",,,,,,,,"40.79104864874","-73.95137271007","(40.791048648735355, -73.95137271006834)"
"59877344","12/29/2023 09:34:00 PM","01/04/2024 01:17:31 PM","DSNY","Department of Sanitation","Dirty Condition","Syringes","Sidewalk","10467","679 WARING AVENUE","WARING AVENUE","OLINVILLE AVENUE","WHITE PLAINS ROAD","OLINVILLE AVENUE","WHITE PLAINS ROAD","ADDRESS","BRONX","WARING AVENUE",,"Closed",,"The Department of Sanitation investigated this complaint and found no condition at the location.","12/30/2023 03:42:55 AM","11 BRONX","2044260005","BRONX","1,020,699","253,124","ONLINE","Unspecified","BRONX",,,,,,,,"40.86136638978","-73.86822943226","(40.86136638977537, -73.86822943225765)"
"59879576","12/29/2023 12:19:11 PM","01/05/2024 12:53:56 PM","DSNY","Department of Sanitation","Dirty Condition","Syringes","Street","10312","SNEDEN AVENUE","SNEDEN AVENUE","BARCLAY AVENUE","FABIAN STREET","BARCLAY AVENUE","FABIAN STREET","BLOCKFACE",,,,"Closed",,"The Department of Sanitation cleaned the location.","01/02/2024 01:22:22 PM","Unspecified STATEN ISLAND",,"STATEN ISLAND",,,"ONLINE","Unspecified","STATEN ISLAND",,,,,,,,,,
"59869679","12/28/2023 11:30:50 AM","01/04/2024 01:56:27 PM","DSNY","Department of Sanitation","Dirty Condition","Syringes","Sidewalk","10467","2300 OLINVILLE AVENUE","OLINVILLE AVENUE","THWAITES PLACE","WARING AVENUE","THWAITES PLACE","WARING AVENUE","ADDRESS","BRONX","OLINVILLE AVENUE",,"Closed",,"The Department of Sanitation investigated this complaint and found no condition at the location.","12/29/2023 01:23:57 PM","11 BRONX","2043420010","BRONX","1,020,615","252,556","PHONE","Unspecified","BRONX",,,,,,,,"40.8598077489","-73.86853619068","(40.859807748903336, -73.86853619067516)"
"59857582","12/28/2023 12:10:05 AM","01/02/2024 12:46:04 PM","DSNY","Department of Sanitation","Dirty Condition","Syringes","Sidewalk","10018","302 WEST   37 STREET","WEST   37 STREET","8 AVENUE","9 AVENUE","8 AVENUE","9 AVENUE","ADDRESS","NEW YORK","WEST   37 STREET",,"Closed",,"The Department of Sanitation investigated this complaint and found no condition at the location.","12/28/2023 06:52:51 AM","04 MANHATTAN","1007600046","MANHATTAN","986,314","214,082","PHONE","Unspecified","MANHATTAN",,,,,,,,"40.75428191488","-73.99255021729","(40.75428191487908, -73.99255021728602)"
"59848959","12/26/2023 02:11:14 PM","01/12/2024 01:50:49 PM","DSNY","Department of Sanitation","Dirty Condition","Syringes","Sidewalk","10016","EAST   37 STREET","EAST   37 STREET","EAST   37 STREET","MADISON AVENUE","EAST   37 STREET","MADISON AVENUE","INTERSECTION",,,,"Closed",,"The Department of Sanitation investigated this complaint and found no condition at the location.","12/28/2023 11:12:33 AM","05 MANHATTAN",,"MANHATTAN","989,356","212,401","PHONE","Unspecified","MANHATTAN",,,,,,,,"40.74966676207","-73.98157172698","(40.74966676207011, -73.98157172697513)"
"59853413","12/26/2023 10:54:13 AM","01/08/2024 09:59:32 AM","DSNY","Department of Sanitation","Dirty Condition","Syringes","Sidewalk","10013","417 CANAL STREET","CANAL STREET","AVENUE OF THE AMERICAS","VARICK STREET","AVENUE OF THE AMERICAS","VARICK STREET","ADDRESS","NEW YORK","CANAL STREET",,"Closed",,"The Department of Sanitation investigated this complaint and found no condition at the location.","12/26/2023 09:29:23 PM","02 MANHATTAN","1002270063","MANHATTAN","982,597","202,431","ONLINE","Unspecified","MANHATTAN",,,,,,,,"40.72230289348","-74.00596346019","(40.722302893484155, -74.0059634601872)"
"59824210","12/22/2023 11:09:52 AM","12/26/2023 03:59:24 PM","DSNY","Department of Sanitation","Dirty Condition","Syringes","Sidewalk","11220","4623 6 AVENUE","6 AVENUE","46 STREET","47 STREET","46 STREET","47 STREET","ADDRESS","BROOKLYN","6 AVENUE",,"Closed",,"The Department of Sanitation investigated this complaint and found no condition at the location.","12/23/2023 11:40:12 PM","07 BROOKLYN","3007580001","BROOKLYN","982,598","174,574","ONLINE","Unspecified","BROOKLYN",,,,,,,,"40.6458417906","-74.00595302274","(40.64584179059614, -74.00595302274411)"
"59795582","12/19/2023 08:08:38 AM","12/22/2023 12:56:35 PM","DSNY","Department of Sanitation","Dirty Condition","Syringes","Sidewalk","10075","EAST   79 STREET","EAST   79 STREET","EAST   79 STREET","YORK AVENUE","EAST   79 STREET","YORK AVENUE","INTERSECTION",,,,"Closed",,"The Department of Sanitation cleaned the location.","12/19/2023 11:30:57 PM","08 MANHATTAN",,"MANHATTAN","997,980","220,319","PHONE","Unspecified","MANHATTAN",,,,,,,,"40.77139045232","-73.9504303298","(40.7713904523201, -73.95043032980328)"
"59770189","12/17/2023 01:41:00 PM","12/22/2023 12:28:39 PM","DSNY","Department of Sanitation","Dirty Condition","Syringes","Sidewalk","10019","449 WEST   51 STREET","WEST   51 STREET","9 AVENUE","10 AVENUE","9 AVENUE","10 AVENUE","ADDRESS","NEW YORK","WEST   51 STREET",,"Closed",,"The Department of Sanitation investigated this complaint and found no condition at the location.","12/18/2023 01:18:47 PM","04 MANHATTAN","1010610011","MANHATTAN","987,051","217,882","ONLINE","Unspecified","MANHATTAN",,,,,,,,"40.76471173887","-73.98988851303","(40.76471173887108, -73.98988851302698)"
"59772754","12/17/2023 01:34:46 PM","12/22/2023 12:45:26 PM","DSNY","Department of Sanitation","Dirty Condition","Syringes","Sidewalk","10019","404 WEST   50 STREET","WEST   50 STREET","9 AVENUE","10 AVENUE","9 AVENUE","10 AVENUE","ADDRESS","NEW YORK","WEST   50 STREET",,"Closed",,"The Department of Sanitation investigated this complaint and found no condition at the location.","12/18/2023 01:18:21 PM","04 MANHATTAN","1010590037","MANHATTAN","987,170","217,510","ONLINE","Unspecified","MANHATTAN",,,,,,,,"40.76369065635","-73.98945908985","(40.763690656349745, -73.98945908985456)"
"59769380","12/17/2023 01:24:09 PM","12/22/2023 12:45:55 PM","DSNY","Department of Sanitation","Dirty Condition","Syringes","Street","10019","444 WEST   51 STREET","WEST   51 STREET","9 AVENUE","10 AVENUE","9 AVENUE","10 AVENUE","ADDRESS","NEW YORK","WEST   51 STREET",,"Closed",,"The Department of Sanitation investigated this complaint and found no condition at the location.","12/18/2023 01:17:18 PM","04 MANHATTAN","1010600053","MANHATTAN","987,071","217,864","ONLINE","Unspecified","MANHATTAN",,,,,,,,"40.76466232716","-73.98981632146","(40.76466232715971, -73.9898163214603)"
"59757508","12/15/2023 09:42:29 AM","12/16/2023 11:40:55 AM","DSNY","Department of Sanitation","Dirty Condition","Syringes","Sidewalk","11211","143 SKILLMAN AVENUE","SKILLMAN AVENUE","MANHATTAN AVENUE","GRAHAM AVENUE","MANHATTAN AVENUE","GRAHAM AVENUE","ADDRESS","BROOKLYN","SKILLMAN AVENUE",,"Closed",,"The Department of Sanitation investigated this complaint and found no condition at the location.","12/15/2023 10:30:18 PM","01 BROOKLYN","3027497503","BROOKLYN","999,378","200,092","PHONE","Unspecified","BROOKLYN",,,,,,,,"40.71587012163","-73.94542859981","(40.71587012162774, -73.94542859981199)"
"59742559","12/14/2023 09:54:58 AM","12/21/2023 07:32:27 AM","DSNY","Department of Sanitation","Dirty Condition","Syringes","Sidewalk","10019","7 AVENUE","7 AVENUE","7 AVENUE","WEST   52 STREET","7 AVENUE","WEST   52 STREET","INTERSECTION",,,,"Closed",,"The Department of Sanitation investigated this complaint and found no condition at the location.","12/15/2023 10:49:45 PM","05 MANHATTAN",,"MANHATTAN","989,139","217,019","PHONE","Unspecified","MANHATTAN",,,,,,,,"40.76234211822","-73.98235155256","(40.76234211822177, -73.98235155256397)"
"59729059","12/13/2023 10:07:50 AM","12/21/2023 07:23:35 AM","DSNY","Department of Sanitation","Dirty Condition","Syringes","Sidewalk","10036","7 AVENUE","7 AVENUE","7 AVENUE","BROADWAY","7 AVENUE","BROADWAY","INTERSECTION",,,,"Closed",,"The Department of Sanitation investigated this complaint and found no condition at the location.","12/14/2023 12:54:32 PM","05 MANHATTAN",,"MANHATTAN","988,257","215,427","PHONE","Unspecified","MANHATTAN",,,,,,,,"40.75797293016","-73.98553636939","(40.75797293015577, -73.98553636938831)"
"59723564","12/12/2023 10:45:38 AM","01/03/2024 10:54:04 AM","DSNY","Department of Sanitation","Dirty Condition","Syringes","Sidewalk","10002","CLINTON STREET","CLINTON STREET","CLINTON STREET","GRAND STREET","CLINTON STREET","GRAND STREET","INTERSECTION",,,,"Closed",,"The Department of Sanitation investigated this complaint and found no condition at the location.","12/13/2023 05:52:42 AM","03 MANHATTAN",,"MANHATTAN","987,931","200,118","PHONE","Unspecified","MANHATTAN",,,,,,,,"40.71595365357","-73.98672147253","(40.715953653567944, -73.98672147252647)"
"59691054","12/09/2023 04:52:40 PM","12/19/2023 06:15:38 AM","DSNY","Department of Sanitation","Dirty Condition","Syringes","Sidewalk","10458","2664 GRAND CONCOURSE","GRAND CONCOURSE","EAST KINGSBRIDGE ROAD","EAST  196 STREET","EAST KINGSBRIDGE ROAD","EAST  196 STREET","ADDRESS","BRONX","GRAND CONCOURSE",,"Closed",,"The Department of Sanitation investigated this complaint and found no condition at the location.","12/11/2023 06:38:44 AM","07 BRONX","2033040010","BRONX","1,013,537","254,950","PHONE","Unspecified","BRONX",,,,,,,,"40.86640486877","-73.8941135148","(40.86640486876999, -73.89411351479727)"
"59677534","12/08/2023 01:45:18 PM","12/09/2023 02:04:30 PM","DSNY","Department of Sanitation","Dirty Condition","Syringes","Sidewalk","10452","1475 UNIVERSITY AVENUE","UNIVERSITY AVENUE","OGDEN AVENUE","EDWARD L GRANT HIGHWAY","OGDEN AVENUE","EDWARD L GRANT HIGHWAY","ADDRESS","BRONX","UNIVERSITY AVENUE",,"Closed",,"The Department of Sanitation investigated this complaint and found no condition at the location.","12/09/2023 01:11:18 PM","04 BRONX",,"BRONX","1,005,402","246,864","ONLINE","Unspecified","BRONX",,,,,,,,"40.84423446195","-73.9235509194","(40.84423446194611, -73.92355091939534)"
"59667428","12/07/2023 03:04:14 PM","12/11/2023 10:16:35 AM","DSNY","Department of Sanitation","Dirty Condition","Syringes","Sidewalk","10003","320 EAST   20 STREET","EAST   20 STREET","2 AVENUE","1 AVENUE","2 AVENUE","1 AVENUE","ADDRESS","NEW YORK","EAST   20 STREET",,"Closed",,"The Department of Sanitation investigated this complaint and found no condition at the location.","12/08/2023 01:07:23 PM","06 MANHATTAN","1009250012","MANHATTAN","989,334","207,331","ONLINE","Unspecified","MANHATTAN",,,,,,,,"40.7357508899","-73.9816549602","(40.73575088990319, -73.98165496019935)"
"59657537","12/06/2023 05:58:18 PM","12/13/2023 08:36:44 AM","DSNY","Department of Sanitation","Dirty Condition","Syringes","Sidewalk","10037","424 LENOX AVENUE","LENOX AVENUE","WEST  131 STREET","WEST  132 STREET","WEST  131 STREET","WEST  132 STREET","ADDRESS","NEW YORK","LENOX AVENUE",,"Closed",,"The Department of Sanitation investigated this complaint and found no condition at the location.","12/08/2023 06:29:34 AM","10 MANHATTAN","1017290002","MANHATTAN","1,000,145","235,021","PHONE","Unspecified","MANHATTAN",,,,,,,,"40.81173984417","-73.94257919907","(40.81173984417484, -73.94257919907047)"
"59660377","12/06/2023 05:55:41 PM","12/13/2023 08:37:23 AM","DSNY","Department of Sanitation","Dirty Condition","Syringes","Sidewalk","10037","420 LENOX AVENUE","LENOX AVENUE","WEST  131 STREET","WEST  132 STREET","WEST  131 STREET","WEST  132 STREET","ADDRESS","NEW YORK","LENOX AVENUE",,"Closed",,"The Department of Sanitation found an open service request already exists for the same location.","12/08/2023 06:28:08 AM","10 MANHATTAN","1017290001","MANHATTAN","1,000,128","234,991","PHONE","Unspecified","MANHATTAN",,,,,,,,"40.81165753311","-73.94264068264","(40.81165753310856, -73.9426406826391)"
"59664512","12/06/2023 02:23:56 PM","12/09/2023 10:58:48 AM","DSNY","Department of Sanitation","Dirty Condition","Syringes","Street","10471","4660 MANHATTAN COLLEGE PARKWAY","MANHATTAN COLLEGE PARKWAY","WEST  242 STREET","POST ROAD","WEST  242 STREET","POST ROAD","ADDRESS","BRONX","MANHATTAN COLLEGE PARKWAY",,"Closed",,"The Department of Sanitation removed the items.","12/07/2023 11:51:11 AM","08 BRONX","2058011060","BRONX","1,012,176","263,593","ONLINE","Unspecified","BRONX",,,,,,,,"40.89013162163","-73.89899814462","(40.89013162162973, -73.89899814461879)"
"59647885","12/05/2023 02:41:25 PM","12/06/2023 02:18:43 PM","DSNY","Department of Sanitation","Dirty Condition","Syringes","Sidewalk","11232","840 5 AVENUE","5 AVENUE","34 STREET","36 STREET","34 STREET","36 STREET","ADDRESS","BROOKLYN","5 AVENUE",,"Closed",,"The Department of Sanitation investigated this complaint and found no condition at the location.","12/06/2023 10:21:04 AM","07 BROOKLYN","3006930039","BROOKLYN","983,679","177,206","ONLINE","Unspecified","BROOKLYN",,,,,,,,"40.65306619528","-74.0020578354","(40.65306619527952, -74.00205783539512)"
"59643821","12/05/2023 01:08:53 PM","12/06/2023 02:18:42 PM","DSNY","Department of Sanitation","Dirty Condition","Syringes","Sidewalk","11232","840 5 AVENUE","5 AVENUE","34 STREET","36 STREET","34 STREET","36 STREET","ADDRESS","BROOKLYN","5 AVENUE",,"Closed",,"The Department of Sanitation investigated this complaint and found no condition at the location.","12/06/2023 10:20:59 AM","07 BROOKLYN","3006930039","BROOKLYN","983,679","177,206","ONLINE","Unspecified","BROOKLYN",,,,,,,,"40.65306619528","-74.0020578354","(40.65306619527952, -74.00205783539512)"
"59652039","12/05/2023 09:12:28 AM","12/11/2023 08:24:37 AM","DSNY","Department of Sanitation","Dirty Condition","Syringes","Sidewalk","10029","315 EAST  105 STREET","EAST  105 STREET","2 AVENUE","1 AVENUE","2 AVENUE","1 AVENUE","ADDRESS","NEW YORK","EAST  105 STREET",,"Closed",,"The Department of Sanitation investigated this complaint and found no condition at the location.","12/06/2023 12:15:32 PM","11 MANHATTAN","1016770009","MANHATTAN","1,000,337","226,928","ONLINE","Unspecified","MANHATTAN",,,,,,,,"40.78952642873","-73.94190498741","(40.7895264287291, -73.94190498740507)"
"59650638","12/05/2023 08:46:33 AM","12/11/2023 08:24:36 AM","DSNY","Department of Sanitation","Dirty Condition","Syringes","Sidewalk","10029","315 EAST  105 STREET","EAST  105 STREET","2 AVENUE","1 AVENUE","2 AVENUE","1 AVENUE","ADDRESS","NEW YORK","EAST  105 STREET",,"Closed",,"The Department of Sanitation investigated this complaint and found no condition at the location.","12/06/2023 12:15:27 PM","11 MANHATTAN","1016770009","MANHATTAN","1,000,337","226,928","PHONE","Unspecified","MANHATTAN",,,,,,,,"40.78952642873","-73.94190498741","(40.7895264287291, -73.94190498740507)"
"59635595","12/05/2023 12:18:07 AM","12/11/2023 02:33:09 PM","DSNY","Department of Sanitation","Dirty Condition","Syringes","Sidewalk","11205","216 SPENCER STREET","SPENCER STREET","WILLOUGHBY AVENUE","DEKALB AVENUE","WILLOUGHBY AVENUE","DEKALB AVENUE","ADDRESS","BROOKLYN","SPENCER STREET",,"Closed",,"The Department of Sanitation cleaned the location.","12/05/2023 02:31:45 PM","03 BROOKLYN","3017620057","BROOKLYN","996,824","191,365","ONLINE","Unspecified","BROOKLYN",,,,,,,,"40.69192055982","-73.95465796537","(40.69192055981885, -73.95465796536739)"
"59621008","12/02/2023 05:09:41 PM","12/11/2023 10:21:08 AM","DSNY","Department of Sanitation","Dirty Condition","Syringes","Sidewalk","10003","350 EAST   18 STREET","EAST   18 STREET","2 AVENUE","1 AVENUE","2 AVENUE","1 AVENUE","ADDRESS","NEW YORK","EAST   18 STREET",,"Closed",,"The Department of Sanitation investigated this complaint and found no condition at the location.","12/04/2023 08:07:45 AM","06 MANHATTAN","1009230035","MANHATTAN","989,260","206,810","ONLINE","Unspecified","MANHATTAN",,,,,,,,"40.7343209156","-73.98192236881","(40.734320915597905, -73.98192236880739)"
"59599616","11/30/2023 08:44:44 PM","12/11/2023 10:19:34 AM","DSNY","Department of Sanitation","Dirty Condition","Syringes","Sidewalk","10016","EAST   38 STREET","EAST   38 STREET","EAST   38 STREET","PARK AVENUE","EAST   38 STREET","PARK AVENUE","INTERSECTION",,,,"Closed",,"The Department of Sanitation investigated this complaint and found no condition at the location.","12/01/2023 06:47:27 PM","06 MANHATTAN",,"MANHATTAN","989,929","212,378","PHONE","Unspecified","MANHATTAN",,,,,,,,"40.74960328344","-73.97950370878","(40.74960328344151, -73.97950370878019)"
"59574005","11/28/2023 04:24:10 PM","12/07/2023 02:33:57 PM","DSNY","Department of Sanitation","Dirty Condition","Syringes","Street","11238","240 PROSPECT PLACE","PROSPECT PLACE","VANDERBILT AVENUE","UNDERHILL AVENUE","VANDERBILT AVENUE","UNDERHILL AVENUE","ADDRESS","BROOKLYN","PROSPECT PLACE",,"Closed",,"The Department of Sanitation removed the items.","11/29/2023 12:53:59 PM","08 BROOKLYN","3011597501","BROOKLYN","993,059","186,119","PHONE","Unspecified","BROOKLYN",,,,,,,,"40.67752603721","-73.96824146945","(40.67752603721176, -73.96824146945161)"
"59573941","11/27/2023 06:06:42 PM","11/29/2023 12:05:16 PM","DSNY","Department of Sanitation","Dirty Condition","Syringes","Sidewalk","10033","511 WEST  182 STREET","WEST  182 STREET","AMSTERDAM AVENUE","AUDUBON AVENUE","AMSTERDAM AVENUE","AUDUBON AVENUE","ADDRESS","NEW YORK","WEST  182 STREET",,"Closed",,"The Department of Sanitation investigated this complaint and found no condition at the location.","11/27/2023 06:06:48 PM","12 MANHATTAN","1021550035","MANHATTAN","1,003,354","248,565","PHONE","Unspecified","MANHATTAN",,,,,,,,"40.84890787327","-73.93094809885","(40.84890787326551, -73.93094809884894)"
"59547229","11/25/2023 09:13:22 PM","12/11/2023 10:42:48 AM","DSNY","Department of Sanitation","Dirty Condition","Syringes","Sidewalk","10017","212 EAST   49 STREET","EAST   49 STREET","3 AVENUE","2 AVENUE","3 AVENUE","2 AVENUE","ADDRESS","NEW YORK","EAST   49 STREET",,"Closed",,"The Department of Sanitation cleaned the location.","11/27/2023 07:15:54 AM","06 MANHATTAN","1013220143","MANHATTAN","992,369","214,332","ONLINE","Unspecified","MANHATTAN",,,,,,,,"40.75496461468","-73.97069505484","(40.75496461467566, -73.97069505483996)"
"59521691","11/22/2023 09:53:58 AM","11/25/2023 12:28:26 PM","DSNY","Department of Sanitation","Dirty Condition","Syringes","Gutter","10465","3255 RANDALL AVENUE","RANDALL AVENUE","CLARENCE AVENUE","DEAD END","CLARENCE AVENUE","DEAD END","ADDRESS","BRONX","RANDALL AVENUE",,"Closed",,"The Department of Sanitation investigated this complaint and found no condition at the location.","11/24/2023 01:39:52 PM","10 BRONX","2054810048","BRONX","1,035,490","241,560","PHONE","Unspecified","BRONX",,,,,,,,"40.82955321772","-73.8148454532","(40.82955321771877, -73.81484545320286)"
"59521692","11/22/2023 09:02:27 AM","12/08/2023 01:22:19 PM","DSNY","Department of Sanitation","Dirty Condition","Syringes","Sidewalk","10035","3 AVENUE","3 AVENUE","3 AVENUE","EAST  128 STREET","3 AVENUE","EAST  128 STREET","INTERSECTION",,,,"Closed",,"The Department of Sanitation investigated this complaint and found no condition at the location.","11/24/2023 02:07:27 PM","11 MANHATTAN",,"MANHATTAN","1,002,413","232,800","PHONE","Unspecified","MANHATTAN",,,,,,,,"40.80563944413","-73.93439204505","(40.80563944413001, -73.93439204505074)"
"59498257","11/20/2023 03:23:55 PM","11/21/2023 02:23:51 PM","DSNY","Department of Sanitation","Dirty Condition","Syringes","Sidewalk","11211","MASPETH AVENUE","MASPETH AVENUE","MASPETH AVENUE","WOODPOINT ROAD","MASPETH AVENUE","WOODPOINT ROAD","INTERSECTION",,,,"Closed",,"The Department of Sanitation investigated this complaint and found no condition at the location.","11/21/2023 11:01:48 AM","01 BROOKLYN",,"BROOKLYN","1,000,284","199,799","ONLINE","Unspecified","BROOKLYN",,,,,,,,"40.7150643113","-73.94216107489","(40.715064311304246, -73.94216107488656)"
"59507830","11/20/2023 08:43:07 AM","11/29/2023 12:05:03 PM","DSNY","Department of Sanitation","Dirty Condition","Syringes","Sidewalk","10033","515 WEST  182 STREET","WEST  182 STREET","AMSTERDAM AVENUE","AUDUBON AVENUE","AMSTERDAM AVENUE","AUDUBON AVENUE","ADDRESS","NEW YORK","WEST  182 STREET",,"Closed",,"The Department of Sanitation found an open service request already exists for the same location.","11/20/2023 09:10:18 AM","12 MANHATTAN","1021550035","MANHATTAN","1,003,325","248,582","PHONE","Unspecified","MANHATTAN",,,,,,,,"40.84895459593","-73.93105287169","(40.84895459592721, -73.93105287168981)"
"59499664","11/20/2023 08:25:14 AM","11/29/2023 12:05:14 PM","DSNY","Department of Sanitation","Dirty Condition","Syringes","Sidewalk","10033","511 WEST  182 STREET","WEST  182 STREET","AMSTERDAM AVENUE","AUDUBON AVENUE","AMSTERDAM AVENUE","AUDUBON AVENUE","ADDRESS","NEW YORK","WEST  182 STREET",,"Closed",,"The Department of Sanitation investigated this complaint and found no condition at the location.","11/20/2023 09:12:26 AM","12 MANHATTAN","1021550035","MANHATTAN","1,003,354","248,565","PHONE","Unspecified","MANHATTAN",,,,,,,,"40.84890787327","-73.93094809885","(40.84890787326551, -73.93094809884894)"
"59506468","11/20/2023 06:39:09 AM","11/29/2023 12:02:17 PM","DSNY","Department of Sanitation","Dirty Condition","Syringes","Sidewalk","10028","2 AVENUE","2 AVENUE","2 AVENUE","EAST   80 STREET","2 AVENUE","EAST   80 STREET","INTERSECTION",,,,"Closed",,"The Department of Sanitation investigated this complaint and found no condition at the location.","11/20/2023 10:09:57 AM","08 MANHATTAN",,"MANHATTAN","996,836","221,277","PHONE","Unspecified","MANHATTAN",,,,,,,,"40.7740216143","-73.95455873896","(40.77402161430348, -73.95455873895823)"
"59495042","11/19/2023 01:51:06 PM","11/20/2023 12:48:43 PM","DSNY","Department of Sanitation","Dirty Condition","Syringes","Sidewalk","10301","5B BOROUGH PLACE","BOROUGH PLACE","THE PROMENADE","BEND","THE PROMENADE","BEND","ADDRESS","STATEN ISLAND","BOROUGH PLACE",,"Closed",,"The Department of Sanitation investigated this complaint and found no condition at the location.","11/20/2023 09:44:29 AM","01 STATEN ISLAND","5000010060","STATEN ISLAND","963,716","172,895","ONLINE","Unspecified","STATEN ISLAND",,,,,,,,"40.64120964781","-74.07398964751","(40.64120964780677, -74.07398964751141)"
"59483125","11/18/2023 10:49:11 PM","12/11/2023 10:13:33 AM","DSNY","Department of Sanitation","Dirty Condition","Syringes","Sidewalk","10009","121 ST MARKS PLACE","ST MARKS PLACE","1 AVENUE","AVENUE A","1 AVENUE","AVENUE A","ADDRESS","NEW YORK","ST MARKS PLACE",,"Closed",,"The Department of Sanitation cleaned the location.","11/20/2023 02:35:16 PM","03 MANHATTAN","1004360036","MANHATTAN","988,554","204,236","ONLINE","Unspecified","MANHATTAN",,,,,,,,"40.72725628784","-73.9844714818","(40.727256287837506, -73.98447148180385)"
